Shift,Begin,End
2019-11-02-2,2019-11-02 21:48:21.000,2019-11-02 21:50:57.000
2019-11-02-2,2019-11-02 21:50:57.000,2019-11-02 21:51:57.750
2019-11-02-2,2019-11-02 21:51:57.750,2019-11-02 21:54:25.000
2019-11-02-2,2019-11-02 21:54:25.000,2019-11-02 21:55:14.750
2019-11-02-2,2019-11-02 21:55:14.750,2019-11-02 21:55:34.000
2019-11-02-2,2019-11-02 22:31:00.750,2019-11-02 22:31:01.250
2019-11-02-2,2019-11-02 22:31:26.250,2019-11-02 22:33:09.000
2019-11-02-2,2019-11-02 22:33:09.000,2019-11-02 22:34:08.000
2019-11-02-2,2019-11-02 22:34:08.000,2019-11-02 22:36:19.250
2019-11-02-2,2019-11-02 22:36:19.250,2019-11-02 22:37:17.250
2019-11-02-2,2019-11-02 22:37:17.250,2019-11-02 22:44:25.750
2019-11-02-2,2019-11-02 22:48:28.500,2019-11-02 22:49:35.250
2019-11-02-2,2019-11-02 22:49:35.250,2019-11-02 22:50:45.500
2019-11-02-2,2019-11-02 22:50:45.500,2019-11-02 22:53:31.000
2019-11-03-1,2019-11-03 10:39:52.750,2019-11-03 10:41:16.250
2019-11-04-1,2019-11-04 08:57:08.250,2019-11-04 09:06:07.000
2019-11-04-1,2019-11-04 09:06:07.000,2019-11-04 09:06:12.500
2019-11-04-1,2019-11-04 09:23:51.500,2019-11-04 09:23:52.750
2019-11-04-1,2019-11-04 09:24:05.250,2019-11-04 09:25:21.750
2019-11-04-1,2019-11-04 09:42:15.750,2019-11-04 09:43:30.500
2019-11-04-1,2019-11-04 09:46:19.500,2019-11-04 09:47:28.000
2019-11-04-1,2019-11-04 10:25:07.750,2019-11-04 10:28:59.000
2019-11-04-1,2019-11-04 10:28:59.000,2019-11-04 10:30:06.750
2019-11-04-1,2019-11-04 10:30:06.750,2019-11-04 10:32:59.250
2019-11-04-1,2019-11-04 10:32:59.250,2019-11-04 10:34:07.750
2019-11-04-1,2019-11-04 10:34:07.750,2019-11-04 10:34:59.500
2019-11-04-1,2019-11-04 10:34:59.500,2019-11-04 10:36:57.500
2019-11-04-1,2019-11-04 10:36:57.500,2019-11-04 10:38:37.500
2019-11-04-1,2019-11-04 10:43:10.500,2019-11-04 10:46:02.250
2019-11-04-1,2019-11-04 10:46:02.250,2019-11-04 10:46:56.000
2019-11-04-1,2019-11-04 10:46:56.000,2019-11-04 10:50:21.750
2019-11-04-1,2019-11-04 10:50:21.750,2019-11-04 10:51:18.750
2019-11-04-1,2019-11-04 10:51:18.750,2019-11-04 10:52:44.750
2019-11-04-1,2019-11-04 10:57:49.250,2019-11-04 10:59:25.750
2019-11-04-1,2019-11-04 10:59:25.750,2019-11-04 11:01:01.250
2019-11-04-1,2019-11-04 11:01:01.250,2019-11-04 11:02:43.000
2019-11-04-1,2019-11-04 11:02:43.000,2019-11-04 11:03:52.000
2019-11-04-1,2019-11-04 11:03:52.000,2019-11-04 11:07:35.000
2019-11-04-1,2019-11-04 11:07:35.000,2019-11-04 11:09:12.250
2019-11-04-1,2019-11-04 11:09:12.250,2019-11-04 11:10:58.500
2019-11-04-1,2019-11-04 11:25:27.500,2019-11-04 11:28:28.250
2019-11-04-1,2019-11-04 11:28:28.250,2019-11-04 11:30:58.000
2019-11-04-1,2019-11-04 11:30:58.000,2019-11-04 11:34:36.250
2019-11-04-1,2019-11-04 11:34:36.250,2019-11-04 11:35:38.250
2019-11-04-1,2019-11-04 12:34:36.000,2019-11-04 12:37:01.250
2019-11-04-1,2019-11-04 12:37:01.250,2019-11-04 12:39:35.000
2019-11-04-1,2019-11-04 12:39:35.000,2019-11-04 12:43:30.250
2019-11-04-1,2019-11-04 12:43:30.250,2019-11-04 12:46:30.000
2019-11-04-1,2019-11-04 12:46:30.000,2019-11-04 12:48:58.250
2019-11-04-1,2019-11-04 12:48:58.250,2019-11-04 12:49:50.750
2019-11-04-1,2019-11-04 12:49:50.750,2019-11-04 12:51:17.500
2019-11-04-1,2019-11-04 12:54:03.000,2019-11-04 12:55:53.000
2019-11-04-1,2019-11-04 12:55:53.000,2019-11-04 12:57:00.750
2019-11-04-1,2019-11-04 12:57:00.750,2019-11-04 12:59:23.750
2019-11-04-1,2019-11-04 12:59:23.750,2019-11-04 13:01:54.500
2019-11-04-1,2019-11-04 13:01:54.500,2019-11-04 13:05:19.250
2019-11-04-1,2019-11-04 13:05:19.250,2019-11-04 13:06:36.250
2019-11-04-1,2019-11-04 13:06:36.250,2019-11-04 13:09:20.250
2019-11-04-1,2019-11-04 13:09:20.250,2019-11-04 13:11:37.750
2019-11-04-1,2019-11-04 13:11:37.750,2019-11-04 13:14:00.750
2019-11-04-1,2019-11-04 13:14:00.750,2019-11-04 13:16:15.250
2019-11-04-1,2019-11-04 13:16:15.250,2019-11-04 13:17:41.250
2019-11-04-1,2019-11-04 13:17:41.250,2019-11-04 13:20:21.750
2019-11-04-1,2019-11-04 13:20:21.750,2019-11-04 13:22:11.750
2019-11-04-1,2019-11-04 13:24:54.000,2019-11-04 13:27:36.750
2019-11-04-1,2019-11-04 13:30:39.250,2019-11-04 13:32:36.750
2019-11-04-1,2019-11-04 13:52:20.000,2019-11-04 13:54:34.250
2019-11-04-1,2019-11-04 13:54:34.250,2019-11-04 13:59:54.750
2019-11-04-1,2019-11-04 13:59:54.750,2019-11-04 14:05:19.000
2019-11-04-1,2019-11-04 14:05:19.000,2019-11-04 14:08:08.250
2019-11-04-1,2019-11-04 14:08:08.250,2019-11-04 14:11:05.750
2019-11-04-1,2019-11-04 14:11:05.750,2019-11-04 14:14:39.750
2019-11-04-1,2019-11-04 14:14:39.750,2019-11-04 14:16:34.000
2019-11-04-1,2019-11-04 14:16:34.000,2019-11-04 14:18:30.000
2019-11-04-1,2019-11-04 14:18:30.000,2019-11-04 14:19:55.750
2019-11-04-1,2019-11-04 14:22:00.000,2019-11-04 14:27:39.000
2019-11-04-1,2019-11-04 14:27:39.000,2019-11-04 14:30:42.500
2019-11-04-1,2019-11-04 14:30:42.500,2019-11-04 14:34:10.750
2019-11-04-1,2019-11-04 14:34:10.750,2019-11-04 14:35:10.000
2019-11-04-1,2019-11-04 14:35:10.000,2019-11-04 14:39:10.250
2019-11-04-1,2019-11-04 14:39:10.250,2019-11-04 14:41:37.500
2019-11-04-1,2019-11-04 14:41:37.500,2019-11-04 14:48:52.250
2019-11-04-1,2019-11-04 14:48:52.250,2019-11-04 14:50:37.000
2019-11-04-1,2019-11-04 14:50:37.000,2019-11-04 14:52:57.250
2019-11-04-1,2019-11-04 14:55:07.500,2019-11-04 14:57:06.750
2019-11-04-1,2019-11-04 14:57:06.750,2019-11-04 14:58:46.500
2019-11-04-1,2019-11-04 14:58:46.500,2019-11-04 15:00:13.750
2019-11-04-2,2019-11-04 17:54:57.500,2019-11-04 17:57:39.250
2019-11-04-2,2019-11-04 17:57:39.250,2019-11-04 17:59:30.500
2019-11-04-2,2019-11-04 17:59:30.500,2019-11-04 18:02:28.000
2019-11-04-2,2019-11-04 18:02:28.000,2019-11-04 18:04:51.250
2019-11-04-2,2019-11-04 18:04:51.250,2019-11-04 18:07:14.250
2019-11-04-2,2019-11-04 18:07:14.250,2019-11-04 18:10:52.750
2019-11-04-2,2019-11-04 18:10:52.750,2019-11-04 18:11:36.250
2019-11-04-2,2019-11-04 18:11:36.250,2019-11-04 18:12:46.250
2019-11-04-2,2019-11-04 18:45:30.750,2019-11-04 18:48:16.750
2019-11-04-2,2019-11-04 18:48:16.750,2019-11-04 18:48:47.500
2019-11-04-2,2019-11-04 18:48:47.500,2019-11-04 18:49:50.750
2019-11-04-2,2019-11-04 18:51:55.750,2019-11-04 18:53:31.250
2019-11-04-2,2019-11-04 18:53:31.250,2019-11-04 18:55:35.750
2019-11-04-2,2019-11-04 18:55:35.750,2019-11-04 18:57:50.000
2019-11-04-2,2019-11-04 18:57:50.000,2019-11-04 18:59:57.000
2019-11-04-2,2019-11-04 18:59:57.000,2019-11-04 19:00:36.500
2019-11-04-2,2019-11-04 19:00:36.500,2019-11-04 19:01:57.000
2019-11-04-2,2019-11-04 19:01:57.000,2019-11-04 19:04:05.250
2019-11-04-2,2019-11-04 19:04:05.250,2019-11-04 19:05:00.500
2019-11-04-2,2019-11-04 19:05:00.500,2019-11-04 19:06:11.500
2019-11-04-2,2019-11-04 19:06:11.500,2019-11-04 19:08:40.750
2019-11-04-2,2019-11-04 19:08:40.750,2019-11-04 19:11:30.750
2019-11-04-2,2019-11-04 19:11:30.750,2019-11-04 19:12:14.250
2019-11-04-2,2019-11-04 19:16:35.750,2019-11-04 19:18:01.000
2019-11-04-2,2019-11-04 19:21:02.000,2019-11-04 19:21:45.000
2019-11-04-2,2019-11-04 19:21:45.000,2019-11-04 19:22:36.250
2019-11-04-2,2019-11-04 19:42:46.250,2019-11-04 19:42:46.500
2019-11-04-2,2019-11-04 19:42:55.750,2019-11-04 19:44:07.250
2019-11-04-2,2019-11-04 19:44:07.250,2019-11-04 19:46:23.000
2019-11-04-2,2019-11-04 19:46:23.000,2019-11-04 19:49:06.000
2019-11-04-2,2019-11-04 19:49:06.000,2019-11-04 19:51:06.250
2019-11-04-2,2019-11-04 19:51:06.250,2019-11-04 19:53:14.500
2019-11-04-2,2019-11-04 19:56:00.000,2019-11-04 19:56:51.500
2019-11-04-2,2019-11-04 19:56:51.500,2019-11-04 19:59:56.500
2019-11-04-2,2019-11-04 20:29:25.250,2019-11-04 20:35:05.250
2019-11-04-2,2019-11-04 20:35:05.250,2019-11-04 20:36:06.500
2019-11-04-2,2019-11-04 20:40:09.250,2019-11-04 20:41:07.000
2019-11-04-2,2019-11-04 20:41:07.000,2019-11-04 20:43:31.500
2019-11-04-2,2019-11-04 20:43:31.500,2019-11-04 20:45:21.500
2019-11-04-2,2019-11-04 20:45:21.500,2019-11-04 20:47:52.000
2019-11-04-2,2019-11-04 20:47:52.000,2019-11-04 20:50:22.250
2019-11-04-2,2019-11-04 20:50:22.250,2019-11-04 20:50:51.250
2019-11-04-2,2019-11-04 20:50:51.250,2019-11-04 20:53:48.250
2019-11-04-2,2019-11-04 20:53:48.250,2019-11-04 20:54:51.750
2019-11-04-2,2019-11-04 20:54:51.750,2019-11-04 20:57:52.500
2019-11-04-2,2019-11-04 20:57:52.500,2019-11-04 20:59:40.750
2019-11-04-2,2019-11-04 20:59:40.750,2019-11-04 21:00:40.750
2019-11-04-2,2019-11-04 21:00:40.750,2019-11-04 21:01:52.250
2019-11-04-2,2019-11-04 21:01:52.250,2019-11-04 21:04:14.000
2019-11-04-2,2019-11-04 21:04:14.000,2019-11-04 21:05:25.250
2019-11-04-2,2019-11-04 21:05:25.250,2019-11-04 21:06:33.000
2019-11-04-2,2019-11-04 21:06:33.000,2019-11-04 21:08:03.500
2019-11-04-2,2019-11-04 21:08:03.500,2019-11-04 21:08:56.000
2019-11-04-2,2019-11-04 21:08:56.000,2019-11-04 21:09:48.000
2019-11-04-2,2019-11-04 21:09:48.000,2019-11-04 21:14:59.750
2019-11-04-2,2019-11-04 21:18:05.750,2019-11-04 21:19:19.250
2019-11-04-2,2019-11-04 21:19:19.250,2019-11-04 21:20:29.000
2019-11-04-2,2019-11-04 21:24:23.500,2019-11-04 21:24:48.750
2019-11-04-2,2019-11-04 21:24:48.750,2019-11-04 21:25:17.750
2019-11-04-2,2019-11-04 21:25:17.750,2019-11-04 21:31:28.250
2019-11-04-2,2019-11-04 21:31:28.250,2019-11-04 21:31:55.000
2019-11-04-2,2019-11-04 21:31:55.000,2019-11-04 21:33:41.250
2019-11-04-2,2019-11-04 21:33:41.250,2019-11-04 21:36:25.500
2019-11-04-2,2019-11-04 21:36:25.500,2019-11-04 21:37:27.500
2019-11-04-2,2019-11-04 21:37:27.500,2019-11-04 21:43:31.500
2019-11-04-2,2019-11-04 21:43:31.500,2019-11-04 21:44:22.250
2019-11-04-2,2019-11-04 21:44:22.250,2019-11-04 21:47:25.000
2019-11-04-2,2019-11-04 21:47:25.000,2019-11-04 21:48:54.750
2019-11-04-2,2019-11-04 21:48:54.750,2019-11-04 21:50:07.750
2019-11-04-2,2019-11-04 21:50:07.750,2019-11-04 21:52:17.250
2019-11-04-2,2019-11-04 21:52:17.250,2019-11-04 21:52:49.250
2019-11-04-2,2019-11-04 21:52:49.250,2019-11-04 21:53:28.500
2019-11-04-2,2019-11-04 21:53:28.500,2019-11-04 21:54:24.250
2019-11-04-2,2019-11-04 21:54:24.250,2019-11-04 21:55:32.500
2019-11-04-2,2019-11-04 22:02:27.250,2019-11-04 22:03:58.250
2019-11-04-2,2019-11-04 22:21:32.000,2019-11-04 22:23:07.500
2019-11-04-2,2019-11-04 22:23:07.500,2019-11-04 22:25:01.500
2019-11-04-2,2019-11-04 22:25:01.500,2019-11-04 22:26:57.500
2019-11-04-2,2019-11-04 22:26:57.500,2019-11-04 22:29:25.250
2019-11-04-2,2019-11-04 22:29:25.250,2019-11-04 22:30:02.500
2019-11-04-2,2019-11-04 22:30:02.500,2019-11-04 22:30:36.000
2019-11-04-2,2019-11-04 22:30:36.000,2019-11-04 22:31:49.500
2019-11-04-2,2019-11-04 22:31:49.500,2019-11-04 22:34:15.250
2019-11-04-2,2019-11-04 22:34:15.250,2019-11-04 22:35:16.500
2019-11-04-2,2019-11-04 22:35:16.500,2019-11-04 22:36:13.750
2019-11-04-2,2019-11-04 22:36:13.750,2019-11-04 22:38:23.000
2019-11-04-2,2019-11-04 22:38:23.000,2019-11-04 22:40:35.750
2019-11-04-2,2019-11-04 22:40:35.750,2019-11-04 22:42:56.500
2019-11-04-2,2019-11-04 22:42:56.500,2019-11-04 22:45:10.000
2019-11-04-2,2019-11-04 22:45:10.000,2019-11-04 22:47:39.250
2019-11-04-2,2019-11-04 22:47:39.250,2019-11-04 22:48:13.000
2019-11-04-2,2019-11-04 22:54:35.500,2019-11-04 22:56:48.500
2019-11-04-2,2019-11-04 22:56:48.500,2019-11-04 22:58:38.250
2019-11-04-2,2019-11-04 22:58:38.250,2019-11-04 22:59:13.500
2019-11-04-2,2019-11-04 22:59:13.500,2019-11-04 23:01:50.000
2019-11-04-2,2019-11-04 23:08:45.750,2019-11-04 23:10:49.250
2019-11-04-2,2019-11-04 23:10:49.250,2019-11-04 23:12:21.750
2019-11-04-2,2019-11-04 23:12:21.750,2019-11-04 23:13:31.000
2019-11-04-2,2019-11-04 23:13:31.000,2019-11-04 23:15:41.250
2019-11-04-2,2019-11-04 23:15:41.250,2019-11-04 23:17:46.000
2019-11-04-2,2019-11-04 23:17:46.000,2019-11-04 23:18:23.000
2019-11-04-2,2019-11-04 23:18:23.000,2019-11-04 23:18:58.000
2019-11-04-2,2019-11-04 23:18:58.000,2019-11-04 23:19:29.000
2019-11-04-2,2019-11-05 00:02:49.250,2019-11-05 00:04:11.500
2019-11-04-2,2019-11-05 00:06:44.750,2019-11-05 00:08:26.000
2019-11-04-2,2019-11-05 00:08:26.000,2019-11-05 00:10:02.250
2019-11-04-2,2019-11-05 00:10:02.250,2019-11-05 00:11:25.000
2019-11-04-2,2019-11-05 00:11:25.000,2019-11-05 00:14:04.000
2019-11-04-2,2019-11-05 00:14:04.000,2019-11-05 00:15:55.000
2019-11-04-2,2019-11-05 00:15:55.000,2019-11-05 00:16:29.250
2019-11-04-2,2019-11-05 00:19:19.750,2019-11-05 00:19:54.250
2019-11-04-2,2019-11-05 00:24:45.500,2019-11-05 00:25:12.250
2019-11-04-2,2019-11-05 00:25:12.250,2019-11-05 00:27:08.750
2019-11-04-2,2019-11-05 00:27:08.750,2019-11-05 00:29:40.500
2019-11-04-2,2019-11-05 00:29:40.500,2019-11-05 00:32:26.250
2019-11-04-2,2019-11-05 00:32:26.250,2019-11-05 00:33:30.750
2019-11-04-2,2019-11-05 00:33:30.750,2019-11-05 00:34:37.500
2019-11-04-2,2019-11-05 00:34:37.500,2019-11-05 00:37:25.000
2019-11-04-2,2019-11-05 00:37:25.000,2019-11-05 00:41:25.000
2019-11-04-2,2019-11-05 00:41:25.000,2019-11-05 00:42:18.250
2019-11-04-2,2019-11-05 00:42:18.250,2019-11-05 00:44:02.500
2019-11-04-2,2019-11-05 00:44:02.500,2019-11-05 00:44:42.000
2019-11-04-2,2019-11-05 00:44:42.000,2019-11-05 00:45:43.000
2019-11-05-1,2019-11-05 08:03:08.500,2019-11-05 08:04:28.750
2019-11-05-1,2019-11-05 08:04:28.750,2019-11-05 08:04:30.750
2019-11-05-1,2019-11-05 08:04:36.250,2019-11-05 08:06:11.250
2019-11-05-1,2019-11-05 08:06:11.750,2019-11-05 08:07:01.250
2019-11-05-1,2019-11-05 08:17:06.250,2019-11-05 08:17:15.250
2019-11-05-1,2019-11-05 08:17:42.250,2019-11-05 08:19:43.500
2019-11-05-1,2019-11-05 08:19:43.500,2019-11-05 08:22:12.000
2019-11-05-1,2019-11-05 08:22:12.000,2019-11-05 08:23:40.500
2019-11-05-1,2019-11-05 08:26:05.500,2019-11-05 08:28:15.000
2019-11-05-1,2019-11-05 08:32:28.000,2019-11-05 08:34:26.000
2019-11-05-1,2019-11-05 08:34:26.000,2019-11-05 08:35:39.250
2019-11-05-1,2019-11-05 08:35:39.250,2019-11-05 08:38:02.250
2019-11-05-1,2019-11-05 09:31:35.500,2019-11-05 09:34:13.250
2019-11-05-1,2019-11-05 09:34:13.250,2019-11-05 09:36:17.750
2019-11-05-1,2019-11-05 09:36:17.750,2019-11-05 09:38:04.500
2019-11-05-1,2019-11-05 09:42:11.250,2019-11-05 09:44:41.250
2019-11-05-1,2019-11-05 09:44:41.250,2019-11-05 09:47:45.000
2019-11-05-1,2019-11-05 09:47:45.000,2019-11-05 09:48:29.750
2019-11-05-1,2019-11-05 09:48:29.750,2019-11-05 09:51:45.000
2019-11-05-1,2019-11-05 09:51:45.000,2019-11-05 09:55:45.500
2019-11-05-1,2019-11-05 09:55:45.500,2019-11-05 09:58:18.500
2019-11-05-1,2019-11-05 09:58:18.500,2019-11-05 10:02:06.500
2019-11-05-1,2019-11-05 10:04:14.000,2019-11-05 10:05:30.000
2019-11-05-1,2019-11-05 10:15:13.750,2019-11-05 10:16:19.750
2019-11-05-1,2019-11-05 10:16:19.750,2019-11-05 10:18:01.000
2019-11-05-1,2019-11-05 10:18:01.000,2019-11-05 10:18:47.250
2019-11-05-1,2019-11-05 10:18:47.250,2019-11-05 10:19:56.750
2019-11-05-1,2019-11-05 10:19:56.750,2019-11-05 10:21:57.750
2019-11-05-1,2019-11-05 10:21:57.750,2019-11-05 10:26:41.250
2019-11-05-1,2019-11-05 10:26:41.250,2019-11-05 10:29:27.250
2019-11-05-1,2019-11-05 10:29:27.250,2019-11-05 10:30:25.500
2019-11-05-1,2019-11-05 10:30:25.500,2019-11-05 10:33:04.500
2019-11-05-1,2019-11-05 11:13:19.500,2019-11-05 11:13:20.250
2019-11-05-1,2019-11-05 11:13:27.500,2019-11-05 11:15:23.250
2019-11-05-1,2019-11-05 11:15:23.250,2019-11-05 11:18:00.250
2019-11-05-1,2019-11-05 11:21:57.500,2019-11-05 11:23:33.750
2019-11-05-1,2019-11-05 11:26:17.000,2019-11-05 11:27:38.750
2019-11-05-1,2019-11-05 12:05:06.500,2019-11-05 12:07:29.500
2019-11-05-1,2019-11-05 12:07:29.500,2019-11-05 12:10:27.750
2019-11-05-1,2019-11-05 12:10:27.750,2019-11-05 12:12:15.750
2019-11-05-1,2019-11-05 12:12:15.750,2019-11-05 12:16:21.000
2019-11-05-1,2019-11-05 12:16:21.000,2019-11-05 12:22:20.500
2019-11-05-1,2019-11-05 12:22:20.500,2019-11-05 12:23:27.000
2019-11-05-1,2019-11-05 12:23:27.000,2019-11-05 12:25:12.500
2019-11-05-1,2019-11-05 12:25:12.500,2019-11-05 12:27:19.000
2019-11-05-1,2019-11-05 12:27:19.000,2019-11-05 12:28:18.250
2019-11-05-1,2019-11-05 12:28:18.250,2019-11-05 12:30:36.750
2019-11-05-1,2019-11-05 12:30:36.750,2019-11-05 12:32:29.500
2019-11-05-1,2019-11-05 12:32:29.500,2019-11-05 12:38:15.250
2019-11-05-1,2019-11-05 12:38:15.250,2019-11-05 12:40:33.250
2019-11-05-1,2019-11-05 12:40:33.250,2019-11-05 12:41:19.500
2019-11-05-1,2019-11-05 13:22:28.250,2019-11-05 13:22:29.000
2019-11-05-1,2019-11-05 13:22:51.250,2019-11-05 13:24:13.000
2019-11-05-1,2019-11-05 13:24:13.000,2019-11-05 13:26:04.000
2019-11-05-1,2019-11-05 13:26:04.000,2019-11-05 13:27:05.750
2019-11-05-1,2019-11-05 13:27:05.750,2019-11-05 13:28:38.250
2019-11-05-1,2019-11-05 13:28:38.250,2019-11-05 13:30:38.750
2019-11-05-1,2019-11-05 13:30:38.750,2019-11-05 13:31:26.500
2019-11-05-1,2019-11-05 13:31:26.500,2019-11-05 13:32:51.750
2019-11-05-1,2019-11-05 13:32:51.750,2019-11-05 13:34:51.250
2019-11-05-1,2019-11-05 13:34:51.250,2019-11-05 13:35:43.250
2019-11-05-1,2019-11-05 13:35:43.250,2019-11-05 13:37:20.000
2019-11-05-1,2019-11-05 13:37:20.000,2019-11-05 13:38:06.500
2019-11-05-1,2019-11-05 13:38:06.500,2019-11-05 13:39:10.250
2019-11-05-1,2019-11-05 13:50:33.500,2019-11-05 13:51:49.250
2019-11-05-1,2019-11-05 13:51:49.250,2019-11-05 13:54:15.000
2019-11-05-1,2019-11-05 13:54:15.000,2019-11-05 13:56:37.250
2019-11-05-1,2019-11-05 14:06:00.750,2019-11-05 14:07:26.750
2019-11-05-1,2019-11-05 14:07:26.750,2019-11-05 14:13:55.250
2019-11-05-1,2019-11-05 14:13:55.250,2019-11-05 14:15:52.000
2019-11-05-1,2019-11-05 14:15:52.000,2019-11-05 14:18:08.250
2019-11-05-1,2019-11-05 14:18:08.250,2019-11-05 14:19:52.750
2019-11-05-1,2019-11-05 14:19:52.750,2019-11-05 14:21:50.750
2019-11-05-1,2019-11-05 14:21:50.750,2019-11-05 14:24:10.500
2019-11-05-1,2019-11-05 14:24:10.500,2019-11-05 14:26:15.250
2019-11-05-1,2019-11-05 14:26:15.250,2019-11-05 14:28:26.000
2019-11-05-1,2019-11-05 14:28:26.000,2019-11-05 14:30:15.500
2019-11-05-1,2019-11-05 14:30:15.500,2019-11-05 14:32:57.500
2019-11-05-1,2019-11-05 14:32:57.500,2019-11-05 14:35:00.250
2019-11-05-1,2019-11-05 14:35:00.250,2019-11-05 14:37:07.750
2019-11-05-1,2019-11-05 14:37:07.750,2019-11-05 14:38:51.000
2019-11-05-1,2019-11-05 14:42:09.000,2019-11-05 14:43:40.000
2019-11-05-1,2019-11-05 14:43:40.000,2019-11-05 14:45:45.500
2019-11-05-1,2019-11-05 14:45:45.500,2019-11-05 14:47:45.750
2019-11-05-1,2019-11-05 14:47:45.750,2019-11-05 14:49:57.500
2019-11-05-1,2019-11-05 14:49:57.500,2019-11-05 14:52:10.500
2019-11-05-1,2019-11-05 14:52:10.500,2019-11-05 14:54:07.000
2019-11-05-1,2019-11-05 14:54:07.000,2019-11-05 14:56:16.500
2019-11-05-1,2019-11-05 14:56:16.500,2019-11-05 14:58:28.750
2019-11-05-2,2019-11-05 17:53:46.250,2019-11-05 17:58:22.000
2019-11-05-2,2019-11-05 17:58:22.000,2019-11-05 17:58:53.750
2019-11-05-2,2019-11-05 17:58:53.750,2019-11-05 17:59:51.250
2019-11-05-2,2019-11-05 17:59:51.250,2019-11-05 18:02:06.250
2019-11-05-2,2019-11-05 18:02:06.250,2019-11-05 18:04:24.250
2019-11-05-2,2019-11-05 18:04:24.250,2019-11-05 18:06:27.000
2019-11-05-2,2019-11-05 18:06:27.000,2019-11-05 18:08:39.750
2019-11-05-2,2019-11-05 18:08:39.750,2019-11-05 18:10:45.750
2019-11-05-2,2019-11-05 18:10:45.750,2019-11-05 18:13:23.000
2019-11-05-2,2019-11-05 18:13:23.000,2019-11-05 18:15:21.750
2019-11-05-2,2019-11-05 18:15:21.750,2019-11-05 18:17:21.750
2019-11-05-2,2019-11-05 18:17:21.750,2019-11-05 18:19:33.750
2019-11-05-2,2019-11-05 18:19:33.750,2019-11-05 18:20:23.250
2019-11-05-2,2019-11-05 18:20:23.250,2019-11-05 18:22:17.250
2019-11-05-2,2019-11-05 18:22:17.250,2019-11-05 18:24:10.750
2019-11-05-2,2019-11-05 18:24:10.750,2019-11-05 18:26:13.500
2019-11-05-2,2019-11-05 18:26:13.500,2019-11-05 18:31:50.250
2019-11-05-2,2019-11-05 18:31:50.250,2019-11-05 18:33:45.500
2019-11-05-2,2019-11-05 18:33:45.500,2019-11-05 18:34:34.750
2019-11-05-2,2019-11-05 18:34:34.750,2019-11-05 18:37:23.750
2019-11-05-2,2019-11-05 18:37:23.750,2019-11-05 18:39:46.750
2019-11-05-2,2019-11-05 18:39:46.750,2019-11-05 18:40:52.250
2019-11-05-2,2019-11-05 18:40:52.250,2019-11-05 18:45:50.500
2019-11-05-2,2019-11-05 18:45:50.500,2019-11-05 18:48:23.250
2019-11-05-2,2019-11-05 18:48:23.250,2019-11-05 18:49:03.750
2019-11-05-2,2019-11-05 18:49:03.750,2019-11-05 18:50:51.000
2019-11-05-2,2019-11-05 18:50:51.000,2019-11-05 18:51:40.000
2019-11-05-2,2019-11-05 18:51:40.000,2019-11-05 18:52:51.500
2019-11-05-2,2019-11-05 19:15:57.250,2019-11-05 19:17:31.250
2019-11-05-2,2019-11-05 19:17:31.250,2019-11-05 19:19:16.250
2019-11-05-2,2019-11-05 19:19:16.250,2019-11-05 19:21:20.000
2019-11-05-2,2019-11-05 19:21:20.000,2019-11-05 19:24:14.000
2019-11-05-2,2019-11-05 19:24:14.000,2019-11-05 19:26:05.500
2019-11-05-2,2019-11-05 19:26:05.500,2019-11-05 19:29:18.500
2019-11-05-2,2019-11-05 19:29:18.500,2019-11-05 19:31:11.500
2019-11-05-2,2019-11-05 19:31:11.500,2019-11-05 19:33:22.000
2019-11-05-2,2019-11-05 19:36:51.500,2019-11-05 19:38:32.000
2019-11-05-2,2019-11-05 19:38:32.000,2019-11-05 19:40:39.000
2019-11-05-2,2019-11-05 19:40:39.000,2019-11-05 19:41:22.250
2019-11-05-2,2019-11-05 19:41:22.250,2019-11-05 19:43:18.250
2019-11-05-2,2019-11-05 19:43:18.250,2019-11-05 19:43:46.000
2019-11-05-2,2019-11-05 19:43:46.000,2019-11-05 19:45:42.250
2019-11-05-2,2019-11-05 19:45:42.250,2019-11-05 19:51:59.750
2019-11-05-2,2019-11-05 19:51:59.750,2019-11-05 19:52:56.250
2019-11-05-2,2019-11-05 19:52:56.250,2019-11-05 19:54:02.500
2019-11-05-2,2019-11-05 19:54:02.500,2019-11-05 19:56:37.250
2019-11-05-2,2019-11-05 19:56:37.250,2019-11-05 19:57:23.000
2019-11-05-2,2019-11-05 19:57:23.000,2019-11-05 19:59:02.750
2019-11-05-2,2019-11-05 20:01:57.000,2019-11-05 20:03:56.000
2019-11-05-2,2019-11-05 20:03:56.000,2019-11-05 20:04:29.250
2019-11-05-2,2019-11-05 20:04:29.250,2019-11-05 20:06:50.750
2019-11-05-2,2019-11-05 20:06:50.750,2019-11-05 20:07:20.500
2019-11-05-2,2019-11-05 20:07:20.500,2019-11-05 20:10:58.500
2019-11-05-2,2019-11-05 20:10:58.500,2019-11-05 20:11:35.500
2019-11-05-2,2019-11-05 20:11:35.500,2019-11-05 20:12:59.500
2019-11-05-2,2019-11-05 20:12:59.500,2019-11-05 20:17:03.000
2019-11-05-2,2019-11-05 20:17:03.000,2019-11-05 20:17:36.750
2019-11-05-2,2019-11-05 20:17:36.750,2019-11-05 20:19:38.500
2019-11-05-2,2019-11-05 20:19:38.500,2019-11-05 20:22:26.500
